"CCcoef:mRNA_miRNA","CCcoef:mRNA_pheno","CCcoef:miRNA_pheno","l1","l2","TrainingCC","TestCC","CCPredError"
0.0909090909090909,0.454545454545455,0.454545454545455,0.2,0.1,0.812176666666667,0.757893333333333,0.083923316543692
0.0740740740740741,0.555555555555556,0.37037037037037,0.2,0.1,0.728653333333333,0.681706666666667,0.0783304669350904
0.0625,0.625,0.3125,0.2,0.1,0.671056666666667,0.629286666666667,0.0745947326450333
0.0740740740740741,0.37037037037037,0.555555555555556,0.2,0.1,0.902503333333333,0.8502,0.0859477375112823
0.0625,0.46875,0.46875,0.2,0.1,0.81827,0.77174,0.0809694886387524
0.0540540540540541,0.540540540540541,0.405405405405405,0.2,0.1,0.75647,0.71432,0.0774271333761318
0.0625,0.3125,0.625,0.2,0.1,0.964603333333333,0.913663333333333,0.0873395340644269
0.0540540540540541,0.405405405405405,0.540540540540541,0.2,0.1,0.883666666666667,0.837436666666667,0.0828952673235949
0.0476190476190476,0.476190476190476,0.476190476190476,0.2,0.1,0.821546666666667,0.77911,0.0795851520314508
